"32A","19-20","4","Distribution of bags","200000","Bags","No Issue","",""
"32A","19-20","5","Distribution of buckets","200000","Dustbin/Buckets","No Issue","",""
"32A","19-20","6","Distribution of buckets","200000","Dustbin/Buckets","No Issue","",""
"32A","19-20","7","Picking up radar waste","151753.05","Cleaning","No Issue","",""
"32A","19-20","8","Gattu basavne","84132.73","Pavement blocks","No Issue","",""
"32A","19-20","9","Steel bollards installation","174138.52","Steel Bollards","No Issue","",""
"32B","19-20","1","Installation of benches","199986.98","Benches","No Issue","",""
"32B","19-20","2","Installation of benches","199986.98","Benches","No Issue","",""
"32B","19-20","3","Installation of benches","199986.98","Benches","No Issue","",""
"32B","19-20","4","Distribution of bags","200000","Bags","No Issue","",""
"32B","19-20","5","Distribution of bags","200000","Bags","No Issue","",""
"32B","19-20","6","Chambers related work","165355.01","Drainage","No Issue","",""
"32B","19-20","7","Chambers related work","166155.39","Drainage","No Issue","",""
"32B","19-20","8","Concretization related work","199931.76","Concretization","No Issue","",""
"32B","19-20","9","Direction nameplates related work","157099.36","Nameplates","No Issue","",""
"32B","19-20","10","Electricity related work","98532.29","Electrification","No Issue","",""
"32B","19-20","11","Distribution of bags","100000","Bags","No Issue","",""
"32C","19-20","1","Installation of benches","199986.98","Benches","No Issue","",""
"32C","19-20","2","Distribution of buckets","200000","Dustbin/Buckets","No Issue","",""
"32C","19-20","3","Drainage related work","149923.05","Drainage","No Issue","",""
"32C","19-20","4","Distribution of bags","200000","Bags","No Issue","",""
"32C","19-20","5","Distribution of bags","200000","Bags","No Issue","",""
"32C","19-20","6","Drainage related work","200000","Drainage","No Issue","",""
"32C","19-20","7","Drainage related work","200000","Drainage","No Issue","",""
"32C","19-20","8","Iron shed for old people","157166.42","Buildings","No Issue","",""
"32C","19-20","9","Furniture related work","158251.7","Furniture","No Issue","",""
"32C","19-20","10","Drainage related work","122438.18","Drainage","No Issue","",""
"32C","19-20","11","Thermoplastic paint related work","199928.62","Traffic","No Issue","",""
"32D","19-20","1","Installation of benches","199986.98","Benches","No Issue","",""
"32D","19-20","2","Installation of benches","199986.98","Benches","No Issue","",""
"32D","19-20","3","Installation of benches","199986.98","Benches","No Issue","",""
"32D","19-20","4","Concretization related work","150948.43","Concretization","No Issue","",""
"32D","19-20","5","Direction nameplates related work","136473.94","Nameplates","No Issue","",""
"32D","19-20","6","Water line installation","199788.96","Water supply","No Issue","",""
"32D","19-20","7","Picking up radar waste","149289","Cleaning","No Issue","",""
"32D","19-20","8","Installation of benches","167213.06","Benches","No Issue","",""
"32D","19-20","9","Distribution of bags","200000","Bags","No Issue","",""
"31A","19-20","1","Iron pools repairing work","176752.02","Maintenance","No Issue","",""
"31A","19-20","2","Installation of benches","195696.62","Benches","No Issue","",""
"31A","19-20","3","Distribution of bags","200000","Bags","No Issue","",""
"31A","19-20","4","Footpath related work","199850.53","Footpath","No Issue","",""
"31A","19-20","5","Picking up radar waste","197427.38","Cleaning","No Issue","",""
"31A","19-20","6","Distribution of bags","200000","Bags","No Issue","",""
"31A","19-20","7","Repairing related work in bauddha vihar","197881.45","Buildings","No Issue","",""
"31A","19-20","8","Drainage related work","176765.19","Drainage","No Issue","",""
"31B","19-20","1","Rickshawstand related work","174725.18","Development work","No Issue","",""
"31B","19-20","2","Direction nameplates installation","132980.45","Nameplates","No Issue","",""
"31B","19-20","3","Installation of benches","197959.25","Benches","No Issue","",""
"31B","19-20","4","Installation of benches","196846.12","Benches","No Issue","",""
"31B","19-20","5","Installation of benches","197579.46","Benches","No Issue","",""
"31B","19-20","6","Direction nameplates installation","176656.11","Nameplates","No Issue","",""
"31B","19-20","7","Installation of pagoda","189685.85","Buildings","No Issue","",""
"31B","19-20","8","Distribution of bags","200000","Bags","No Issue","",""
"31B","19-20","9","Distribution of bags","200000","Bags","No Issue","",""
"31B","19-20","10","Painting related work","199976","Colouring","No Issue","",""
"31C","19-20","1","Road walls coloring work","179437.1","Colouring","No Issue","",""
"31C","19-20","2","Road walls coloring work","179575.7","Colouring","No Issue","",""
"31C","19-20","3","Distribution of bags","200000","Bags","No Issue","",""
"31C","19-20","4","Distribution of bags","200000","Bags","No Issue","",""
"31C","19-20","5","Toilets repairing work","199987.24","Toilet","No Issue","",""
"31C","19-20","6","Wall painting related work","199584","Colouring","No Issue","",""
"31C","19-20","7","Toilets repairing work","99989.68","Toilet","No Issue","",""
"31C","19-20","8","Distribution of bags","100000","Bags","No Issue","",""
"31D","19-20","1","Installation of benches","197566.43","Benches","No Issue","",""
"31D","19-20","2","Distribution of bags","200000","Bags","No Issue","",""
"31D","19-20","3","Distribution of bags","200000","Bags","No Issue","",""
"31D","19-20","4","Distribution of bags","200000","Bags","No Issue","",""
"31D","19-20","5","Installation of benches","99929.54","Benches","No Issue","",""
"31D","19-20","6","Installation of benches","199941.5","Benches","No Issue","",""
"13A","20-21","1","Distribution of masks","200000","Help / Fund / Relief Work","No Issue","",""
"13A","20-21","2","Temple repairing","200000","Buildings","No Issue","",""
"13A","20-21","3","Toilets related work","199800","Toilet","No Issue","",""
"13A","20-21","4","Phenyl distribution","199710","Cleaning","No Issue","",""
"13A","20-21","5","Push vehicles for waste purchase","200000","Waste disposal","No Issue","",""
"13A","20-21","6","Distribution of soap","200000","Help / Fund / Relief Work","No Issue","",""
"13B","20-21","1","Distribution of masks","200000","Help / Fund / Relief Work","No Issue","",""
"13B","20-21","2","Temple repairing","190502.21","Buildings","No Issue","",""
"13B","20-21","3","School painting and related work","169967.38","Buildings","No Issue","",""
"13B","20-21","4","Picking up radar waste","177529.9","Cleaning","No Issue","",""
"13B","20-21","5","Thermoplastic paint related work","103763.65","Traffic","No Issue","",""
"13B","20-21","6","Picking up radar waste","199471.84","Cleaning","No Issue","",""
"13B","20-21","7","Thermoplastic paint related work","199277.9","Traffic","No Issue","",""
"13B","20-21","8","Distribution of bags","200000","Bags","No Issue","",""
"13B","20-21","9","Rainwater harvesting related work","198163.3","Rain Water Harvesting","No Issue","",""
"13B","20-21","10","Rainwater harvesting related work","100000","Rain Water Harvesting","No Issue","",""
"13C","20-21","1","Distribution of masks","200000","Help / Fund / Relief Work","No Issue","",""
"13C","20-21","2","Setting up sheds","194250","Buildings","No Issue","",""
"13C","20-21","3","Waste disposal vehicles","197756.16","Waste disposal","No Issue","",""
"13C","20-21","4","Picking up radar waste","199048","Cleaning","No Issue","",""
"13C","20-21","5","Installing benches","181727.48","Benches","No Issue","",""
"13C","20-21","6","Distribution of bags","198407.09","Bags","No Issue","",""
"13C","20-21","7","Footpath repairing work","200000","Footpath","No Issue","",""
"13D","20-21","1","Library related work","193501.53","Library","No Issue","",""
"13D","20-21","2","Direction nameplates installation","197305.5","Nameplates","No Issue","",""
"13D","20-21","3","Picking up radar waste","199965","Cleaning","No Issue","",""
"13D","20-21","4","Distribution of masks","199981.6","Help / Fund / Relief Work","No Issue","",""
"13D","20-21","5","Library related work","200000","Library","No Issue","",""
"13D","20-21","6","Library related work","199565","Library","No Issue","",""
"13D","20-21","7","Toilets repairing work","199788.52","Toilet","No Issue","",""
"13D","20-21","8","Distribution of buckets","197305.5","Dustbin/Buckets","No Issue","",""
"13D","20-21","9","Drainage related work","200000","Drainage","No Issue","",""
"13D","20-21","10","Distribution of soap","200000","Help / Fund / Relief Work","No Issue","",""
"31A","20-21","1","Distribution of masks","193503.53","Help / Fund / Relief Work","No Issue","",""
"31A","20-21","2","Distribution of soap","186731.18","Help / Fund / Relief Work","No Issue","",""
"31A","20-21","3","cleaning items for toilet ","87694.71","Cleaning","No Issue","",""
"31A","20-21","4","Chambers related work","200000","Drainage","No Issue","",""
"31A","20-21","5","Drainage related work","200000","Drainage","No Issue","",""
"31A","20-21","6","Chambers related work","184153.26","Drainage","No Issue","",""
"31A","20-21","7","Chambers related work","200000","Drainage","No Issue","",""
"31A","20-21","8","Footpath related work","200000","Footpath","No Issue","",""
"31A","20-21","9","Supplying trees for decoration","199980","Decoration","No Issue","",""
"31A","20-21","10","Chambers related work","199575","Drainage","No Issue","",""
"31B","20-21","1","Distribution of masks","200000","Help / Fund / Relief Work","No Issue","",""
"31B","20-21","2","Distribution of soap","196955.36","Help / Fund / Relief Work","No Issue","",""
"31B","20-21","3","Phenyl distribution","196941.57","Cleaning","No Issue","",""
"31B","20-21","4","Picking up radar waste","200000","Cleaning","No Issue","",""
"31B","20-21","5","Picking up radar waste","199207.92","Cleaning","No Issue","",""
"31B","20-21","6","Installation of sheds","200000","Buildings","No Issue","",""
"31B","20-21","7","Phenyl distribution","200000","Cleaning","No Issue","",""
"31B","20-21","8","Picking up radar waste","198083.2","Cleaning","No Issue","",""
"31B","20-21","9","Picking up radar waste","137204.71","Cleaning","No Issue","",""
"31B","20-21","10","Vehicle related work","199800","Traffic","No Issue","",""
"31C","20-21","1","Distrubution of masks","200000","Help / Fund / Relief Work","No Issue","",""
"31C","20-21","2","Distribution of soap","196744.8","Help / Fund / Relief Work","No Issue","",""
"31C","20-21","3","Phenyl supply for toilets","200000","Toilet","No Issue","",""
"31C","20-21","4","Wall painting related work","200000","Colouring","No Issue","",""
"31C","20-21","5","Toilet repairing related work","199995","Toilet","No Issue","",""
"31C","20-21","6","Toilet repairing related work","199956.9","Toilet","No Issue","",""
"31C","20-21","7","Painting related work in school","199473.12","Colouring","No Issue","",""
"31C","20-21","8","Painting related work in school","99451.27","Colouring","No Issue","",""
"31C","20-21","9","Painting related work in school","200000","Colouring","No Issue","",""
"31C","20-21","10","Water line installation","179993.92","Water supply","No Issue","",""
"31D","20-21","1","Distribution of masks","179993.92","Help / Fund / Relief Work","No Issue","",""
