"KASBA - VISHRAMBAUG WADA","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","20","","","","","","","","","","","","","","","","","","",""
"Ward No.","Year","Sr. No.","Details of the work","Amount","Expense Code","Issue Status","Original Comment","Resolution Comment","","","","","","","","","","","","","","","","",""
"15B","19-20","34","","","","","","","","","","","","","","","","","","","","","","",""
"15B","19-20","35","","","","","","","","","","","","","","","","","","","","","","",""
"15B","19-20","36","","","","","","","","","","","","","","","","","","","","","","",""
"15B","19-20","37","","","","","","","","","","","","","","","","","","","","","","",""
"15B","19-20","38","","","","","","","","","","","","","","","","","","","","","","",""
"15B","19-20","39","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","1","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","2","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","3","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","4","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","5","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","6","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","7","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","8","","","","","","","","","","","","","","","","","","","","","","",""
"15C","19-20","9","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","1","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","2","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","3","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","4","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","5","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","6","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","7","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","8","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","9","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","10","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","11","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","12","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","13","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","14","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","15","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","16","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","17","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","18","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","19","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","20","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","21","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","22","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","23","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","24","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","25","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","26","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","27","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","28","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","29","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","30","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","31","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","32","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","33","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","34","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","35","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","36","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","37","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","38","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","39","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","40","","","","","","","","","","","","","","","","","","","","","","",""
"15D","19-20","41","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","1","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","2","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","3","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","4","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","5","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","6","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","7","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","8","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","9","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","10","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","11","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","12","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","13","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","14","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","15","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","16","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","17","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","18","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","19","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","20","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","21","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","22","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","23","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","24","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","25","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","26","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","27","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","28","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","29","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","30","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","31","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","32","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","33","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","34","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","35","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","36","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","37","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","38","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","39","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","40","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","41","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","42","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","43","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","45","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","46","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","47","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","48","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","49","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","50","","","","","","","","","","","","","","","","","","","","","","",""
"15A","20-21","51","","","","","","","","","","","","","","","","","","","","","","",""
