"38C","19-20","98","Naala Cleaning","308774","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","99","Border Walls work completion","247345.94","Fencing","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","100","Bus stop construction","926782.9","BusStop","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","101","Bus stop construction","894377.89","BusStop","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","102","Concretization","997409.23","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","103","Concretization","989177","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","104","Concretization","997685.32","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","105","Concretization","984143.59","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","106","Concretization","759400.18","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","107","Concretization","999726.73","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","108","Concretization","989748","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","109","Concretization","997482.06","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","110","Concretization","985390.29","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","111","Concretization","999094","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","112","Concretization","995343.5","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","113","Concretization","494139.83","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","114","Concretization","497094.67","Concretization","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","115","Monsoon Lines Laying","494711","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","116","Blocks repairs","247120.59","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","117","Drainage related maintainence","987035.67","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","118","Drainage lines installation","997317","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","119","Drainage lines installation","984344","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","120","Drainage lines installation","294086","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","121","Drainage lines development","173705.68","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","122","Drainage lines development","248548.64","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","123","Drainage lines development","296801.9","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","124","Naala Cleaning","247306.85","Drainage","","","","","","","","","","","","","","","","","","","",""
"38D","19-20","125","Drainage line and chamber cleaning","247131.52","Drainage","","","","","","","","","","","","","","","","","","","",""
